date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
2024-06-17,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-06-17,New Delhi,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2024-06-17,New Delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-17,New Delhi,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-17,New Delhi,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-17,New Delhi,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2024-06-17,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-17,New Delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-17,New Delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-17,New Delhi,French Beans,105,121 - 133,126 - 173,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-17,New Delhi,Garlic,220,253 - 279,264 - 363,1kg,resource/images/vegetables/garlic-64.png
2024-06-17,New Delhi,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-06-17,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-17,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-17,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-17,New Delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-06-17,New Delhi,Mango Raw,36,41 - 46,43 - 59,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-17,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-17,New Delhi,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2024-06-17,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-17,New Delhi,Ladies Finger,44,51 - 56,53 - 73,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-17,New Delhi,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-17,New Delhi,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-17,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-17,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-06-17,New Delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-17,New Delhi,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-17,New Delhi,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-06-17,New Delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-18,New Delhi,Onion Big,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionbig-64.png
2024-06-18,New Delhi,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-18,New Delhi,Tomato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/tomato-64.png
2024-06-18,New Delhi,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-06-18,New Delhi,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
2024-06-18,New Delhi,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
2024-06-18,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-18,New Delhi,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-18,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-18,New Delhi,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-18,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-18,New Delhi,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-18,New Delhi,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-06-18,New Delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-18,New Delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-18,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-18,New Delhi,Broad Beans,62,71 - 79,74 - 102,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-18,New Delhi,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-18,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-06-18,New Delhi,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-18,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-18,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-06-18,New Delhi,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-18,New Delhi,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2024-06-18,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-18,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-06-18,New Delhi,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2024-06-18,New Delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-18,New Delhi,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-18,New Delhi,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-18,New Delhi,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2024-06-18,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-18,New Delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-18,New Delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-18,New Delhi,French Beans,105,121 - 133,126 - 173,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-18,New Delhi,Garlic,220,253 - 279,264 - 363,1kg,resource/images/vegetables/garlic-64.png
2024-06-18,New Delhi,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-06-18,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-18,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-18,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-18,New Delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-06-18,New Delhi,Mango Raw,36,41 - 46,43 - 59,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-18,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-18,New Delhi,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2024-06-18,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-18,New Delhi,Ladies Finger,44,51 - 56,53 - 73,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-18,New Delhi,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-18,New Delhi,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-18,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-18,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-06-18,New Delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-18,New Delhi,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-18,New Delhi,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-06-18,New Delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-19,New Delhi,Onion Big,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionbig-64.png
2024-06-19,New Delhi,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-19,New Delhi,Tomato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/tomato-64.png
2024-06-19,New Delhi,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-06-19,New Delhi,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
2024-06-19,New Delhi,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
2024-06-19,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-19,New Delhi,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-19,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-19,New Delhi,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-19,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-19,New Delhi,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-19,New Delhi,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-06-19,New Delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-19,New Delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-19,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-19,New Delhi,Broad Beans,62,71 - 79,74 - 102,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-19,New Delhi,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-19,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-06-19,New Delhi,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-19,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-19,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-06-19,New Delhi,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-19,New Delhi,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2024-06-19,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-19,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-06-19,New Delhi,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2024-06-19,New Delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-19,New Delhi,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-19,New Delhi,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-19,New Delhi,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2024-06-19,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-19,New Delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-19,New Delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-19,New Delhi,French Beans,105,121 - 133,126 - 173,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-19,New Delhi,Garlic,220,253 - 279,264 - 363,1kg,resource/images/vegetables/garlic-64.png
2024-06-19,New Delhi,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-06-19,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-19,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-19,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-19,New Delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-06-19,New Delhi,Mango Raw,36,41 - 46,43 - 59,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-19,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-19,New Delhi,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2024-06-19,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-19,New Delhi,Ladies Finger,44,51 - 56,53 - 73,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-19,New Delhi,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-19,New Delhi,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-19,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-19,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-06-19,New Delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-19,New Delhi,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-19,New Delhi,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-06-19,New Delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-20,New Delhi,Onion Big,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionbig-64.png
2024-06-20,New Delhi,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-20,New Delhi,Tomato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/tomato-64.png
2024-06-20,New Delhi,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-06-20,New Delhi,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
2024-06-20,New Delhi,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
2024-06-20,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-20,New Delhi,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-20,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-20,New Delhi,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-20,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-20,New Delhi,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-20,New Delhi,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-06-20,New Delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-20,New Delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-20,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-20,New Delhi,Broad Beans,62,71 - 79,74 - 102,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-20,New Delhi,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-20,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-06-20,New Delhi,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-20,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-20,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-06-20,New Delhi,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-20,New Delhi,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2024-06-20,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-20,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-06-20,New Delhi,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2024-06-20,New Delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-20,New Delhi,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-20,New Delhi,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-20,New Delhi,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2024-06-20,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-20,New Delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-20,New Delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-20,New Delhi,French Beans,105,121 - 133,126 - 173,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-20,New Delhi,Garlic,220,253 - 279,264 - 363,1kg,resource/images/vegetables/garlic-64.png
2024-06-20,New Delhi,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-06-20,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-20,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-20,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-20,New Delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-06-20,New Delhi,Mango Raw,36,41 - 46,43 - 59,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-20,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-20,New Delhi,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2024-06-20,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-20,New Delhi,Ladies Finger,44,51 - 56,53 - 73,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-20,New Delhi,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-20,New Delhi,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-20,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-20,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-06-20,New Delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-20,New Delhi,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-20,New Delhi,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-06-20,New Delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-21,New Delhi,Onion Big,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionbig-64.png
2024-06-21,New Delhi,Onion Small,55,63 - 70,66 - 91,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-21,New Delhi,Tomato,46,53 - 58,55 - 76,1kg,resource/images/vegetables/tomato-64.png
2024-06-21,New Delhi,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-06-21,New Delhi,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
2024-06-21,New Delhi,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2024-06-21,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-21,New Delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-21,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-21,New Delhi,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-21,New Delhi,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
2024-06-21,New Delhi,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-21,New Delhi,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
2024-06-21,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-21,New Delhi,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-21,New Delhi,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-21,New Delhi,Broad Beans,67,77 - 85,80 - 111,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-21,New Delhi,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-06-21,New Delhi,Carrot,41,47 - 52,49 - 68,1kg,resource/images/vegetables/carrot-64.png
2024-06-21,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-21,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-21,New Delhi,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
2024-06-21,New Delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-21,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-06-21,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-21,New Delhi,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-06-21,New Delhi,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2024-06-21,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-21,New Delhi,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-21,New Delhi,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-21,New Delhi,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-06-21,New Delhi,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-21,New Delhi,Elephant Yam,39,45 - 50,47 - 64,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-21,New Delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-21,New Delhi,French Beans,120,138 - 152,144 - 198,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-21,New Delhi,Garlic,220,253 - 279,264 - 363,1kg,resource/images/vegetables/garlic-64.png
2024-06-21,New Delhi,Ginger,120,138 - 152,144 - 198,1kg,resource/images/vegetables/ginger-64.png
2024-06-21,New Delhi,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-21,New Delhi,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-21,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-21,New Delhi,Lemon (Lime),101,116 - 128,121 - 167,1kg,resource/images/vegetables/lemon-64.png
2024-06-21,New Delhi,Mango Raw,36,41 - 46,43 - 59,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-21,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-21,New Delhi,Mushroom,87,100 - 110,104 - 144,1kg,resource/images/vegetables/mushroom-64.png
2024-06-21,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-21,New Delhi,Ladies Finger,42,48 - 53,50 - 69,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-21,New Delhi,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-21,New Delhi,Radish,34,39 - 43,41 - 56,1kg,resource/images/vegetables/radish-64.png
2024-06-21,New Delhi,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-21,New Delhi,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,resource/images/vegetables/shallot-64.png
